0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	
0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	
0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	0.580625	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	0.412375	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	0.763625	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	0.160875	
0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	
0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	
0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	
0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	
0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	0.915875	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	0.79375	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	0.51275	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
0.899	0.899	0.899	0.899	0.899	0.899	0.899	
1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	
1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	
1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	
1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	
1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	1.188125	
0.241875	0.241875	0.241875	0.241875	0.241875	0.241875	0.241875	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	0.133375	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	0.020625	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	1.015375	
